COD_ITEM;ITEM;TIPO_ITEM;UNIDAD_MEDIDA;ProductID
3305-DISCOROLOCPARAPULIR;DISCO ROLOC PARA PULIR GRANO 120 2 FACTURA 73305;NE;U;12121
3306550004;PARTES DE MAQUINAS - PRODUCTORA DE CABLES PROCABLES S.A.;E;BTS;12122
3306656765;TELA EN ALGODON;E;BTS;12123
3306704435;SENSOR DE CABLE;E;BTS;12124
33098550;REPUESTOS PARA MONTACARGAS-TOYOTA;E;BTS;12125
33098564;REPUESTOS PARA MONTACARGAS;E;BTS;12126
33098573;REPUESTOS PARA MONTACARGAS-TOYOTA;E;BTS;12127
33098588;REPUESTOS PARA MONTACARGAS;E;BTS;12128
330EW3VJ8WK;DRIVESHAFT PARTS- BMW;E;BTS;12129
330N;SILICONA;NE;KGM;12130
330NE;SILICONA;NE;KGM;12131
331;EQUIPOS DE COMPUTO;LD;BTS;12132
331001;RADIADOR CORSA GASOLINA;ZF;U;12133
3310166845;ROLLOS DE TELA;E;BTS;12134
3315531553;MUESTRA INDUSTRIAL SIN VALOR COMERCIAL;E;BTS;12135
3318942756;MATERIAL ODONTOLOGICO PHIBO COLOMBIA;E;BTS;12136
3318-SILICONE-HK1771GNZDO;SILICONE BASE GREASE P/N DC-111-50Z INV. 30169;LD;U;12137
331900;EMPAQUE TANQUE;E;U;12138
331900N;EMPAQUE TANQUE;LD;U;12139
3320;YOGURT- MORA X 1000;NE;U;12140
3320017326NZDO;3320017326NZDO - PARTES DE TELECOMUNICACIONES Y SEGURIDAD - TYCO SERVICES S.A;LD;BTS;12141
332015;PLEGADIZA TITTI FRUTTI 18GR;NE;U;12142
332016;CAJA MASTER TUTTI FRUTTI;NE;U;12143
332023;FQF-ACIDO CITRICO ANHIDRO;NE;KG;12144
332024;SOLUCION INTEGRADA FRESA OI-422-321-5;NE;KG;12145
332025;ACIDO MALICO;NE;KGM;12146
332026;CITRATO TRISODICO DIHIDRATADO GRAN;NE;KG;12147
332027;PREMEZCLA FORTIBE 870;NE;KG;12148
332028;FOSFATO TRICALCICO ANHIDRO;NE;KG;12149
332039;SABOR NARANJA SD SC835325;NE;KG;12150
332044;SABOR MEZCLA LIMON FM-804-785-7;NE;KG;12151
332045;PULPA DE LIMON EN POLVO 55X100TO;NE;KG;12152
332073;PANELA PULVERIZADA DESHIDRATADA;NE;KGM;12153
332074;SOLUCION INTEGRADA DE PANELA;NE;KG;12154
332111;CAJA MASTER LA NUESTRA 25GR POLVO PANELA;NE;U;12155
332113;LAMINA LA NUESTRA 25GR PANELA 4 BOQ;NE;KG;12156
332114;PLEGADIZA LA NUESTRA 25GR POLVO PANELA;NE;U;12157
3321953902;FABRIC WALLPAPER - CONSORCIO INTERNACIONAL TEXTIL;E;BTS;12158
3322-BATERIAELT;BATERIA ELT-INV 21-021 P/N 452-0131 S/N 390356-001;E;U;12159
3322-BATERIAELTNZDO;BATERIA ELT-INV 21-021 P/N 452-0131 S/N 390356-001;LD;U;12160
332370;ICEE ELECTRONICS SASANDROID SMART PAYMENT;E;BTS;12161
3324;NESCAFE TRADICIONAL GRANULADO 50GR;NE;U;12162
3326;GRANADILLA;NE;GRM;12163
3329;INGRESO CALZADO NACIONAL 3329;LD;NPR;12164
332R1FTFFQQ;PARTES  1 CAJA;E;BTS;12165
332R1FVVFYV;LPC TWIST DEMO KIT;E;BTS;12166
332R1FVVWTQ;FOTOMETRO;E;BTS;12167
3330;INGRESO CALZADO NACIONAL 3330;LD;NPR;12168
333175323;VACUNAS VETERINARIAS-CEVA;E;BTS;12169
3331794314;CHOLIRE CTC 20 GRANULES;E;BTS;12170
3338;ORANGE JUICE APPELSIENTJE 1L;E;U;12171
3339;TOMATE JUICE ZONTOMAATJE 1L;E;U;12172
334;PERFECT IT 1 - 1-4 GAL - PULIDOR Y ABRILLANTADOR;NE;KGM;12173
3340;APPLE JUICE GOUDAPPELTJE 1L;E;U;12174
3344355394;CAUDALIMETROS MINISONIC Y MINISONIC II P CON ACCESORIOS SONDAS;E;BTS;12175
3350405166;INSTRUMENTOS LECTRONICOS-ERASMUS;E;BTS;12176
3354334583;CETIRIZINE;E;BTS;12177
3359125884;REPUESTOS DE GARANTIA-BAENA;E;BTS;12178
3359226743;MUESTRAS CALZADO;E;BTS;12179
3359258652;MUESTRAS CALZADO;E;BTS;12180
3359530484;ACCESORIOS PLASTICOS PARA TECLADO DE COMPUTADORA;LD;BTS;12181
3359664055;ACCESORIOS DE UNION BANDEJA PORTAVABLE;E;BTS;12182
336000;RADIADOR MAZDA B2600;ZF;U;12183
336110;TUBO ALUMINIO;E;U;12184
336110N;TUBO ALUMINIO;LD;U;12185
3362533134;MEDICAL GOODS;E;BTS;12186
3369672121;3369672121 MUESTRAS SAMSUNG;E;BTS;12187
3369672843;3369672843 MUESTRAS SAMSUNG;E;BTS;12188
3369674534;3369674534 MUESTRAS SAMSUNG;E;BTS;12189
3369975151;LCD;E;BTS;12190
3380383344;GEARBOX HS;E;BTS;12191
3382;ACCESORIOS;LD;BTS;12192
3385-PACKING2-HK1771;PACKING-INV 2091 P/N S9412-139;E;U;12193
3385-PACKING2-HK1771NZDO;PACKING-INV 2091 P/N S9412-139;LD;U;12194
3385-PACKING-HK1771;PACKING-INV 2091 P/N S9412-212;E;U;12195
3385-PACKING-HK1771NZDO;PACKING-INV 2091 P/N S9412-212;LD;U;12196
3387360340;PINZA DE DEDOLARGA- EXPRO GULF LTDA;E;BTS;12197
3389752122;ADIDAS COLOMBIA LTDASHOES;E;BTS;12198
338A1EKRLGX;TOOLING;E;BTS;12199
33900048751;BEAUTY BRANDS SUR AMERICA SAS CARTONS STC PERFUMES M3 51.84;E;BTS;12200
33900050133;BEAUTY BRANDS SUR AMERICA SAS// PERFUMES;E;BTS;12201
3390376780;PCB GEN - SUMINISTROS RADIOGRAFICOS;E;BTS;12202
339-22-00022-339870;GAFAS DE SOL;E;BTS;12203
3392NZDO;3392NZDO NIXCOM SAS SERVIDOR INGENIERO GERMAN;LD;BTS;12204
33957 EXT;.875 DIA X 260.4375 718 ONCONLE ROD;E;U;12205
33E446KKQVF;OPHTHALMIC EQUIPMENT;E;BTS;12206
33E446KRRKJ;HOSE. AIRSTART 40FT W HI VIS  SCUF TSTK MIA;E;BTS;12207
34;UVAS PASAS;NE;GRM;12208
340000996 MTZ;SL-CLEAR TR/ST 14CMX42CMX45CM BOPP 2.0MIL PACKED 1000/CASE - DECOWRAPS;ZF;U;12209
340001005 MTZ;SL-CLEAR TR/ST 4X16X16 1.5 MIL PACKED 2000/CASE - DECOWRAPS;ZF;U;12210
340001052 MTZ;SL-CLEAR  Y/GANCHO 5X17X17 BOPP 1.5MIL PACKED 2000/CASE - DECOWRAPS;ZF;U;12211
340001055 MTZ;SL-CLEAR TR/ST 18X50X38 MACROPERFORADO  BOPP 1.5 MIL PACKED 2000/CASE;ZF;U;12212
340001069 MTZ;SL-CLEAR AF TR/ST 12CMX45CMX29CM BOPP 1.6MIL PACKE;ZF;U;12213
340001073 MTZ;SL-CLEAR SB  TR/ST 10 CM X 40CM X 35CM BOPP 1.5 MIL PACKED 1000/CASE;ZF;U;12214
340002004 MTZ;SL-CLEAR HS TR/ST 12CMX40CMX40CM BOPP 1.5MIL PACKED 2000/CASE - DECOW;ZF;U;12215
340002104 MTZ;SL-CLEAR FSJ TR/ST�8X40X30CM BOPP 1.2MIL PACKED 20;ZF;U;12216
340002104-1 MTZ;SL - FSJ 2022 SLEEVE CLEAR TR/ST�8X40X30CM BOPP COL INKJET 2000/CASE;ZF;U;12217
340002105 MTZ;SL-CLEAR FSJ TR/ST�20X50X35CM BOPP 1.2MIL PACKED 2;ZF;U;12218
340002105-1 MTZ;SL - FSJ 2022 SLEEVE CLEAR TR/ST 20X50X35CM BOPP COL INKJET 2000/CASE;ZF;U;12219
340002106 MTZ;SL-CLEAR FSJ TR/ST�14X40X40CM BOPP 2.0MIL PACKED 2000/CASE;ZF;U;12220
340026162 MTZ;SL-CLEAR AF TR/ST 12CMX54.5CMX39CM BOPP 1.5MIL PACKED 1000/CASE DEC;ZF;U;12221
340026192 MTZ;SL-CLEAR TR/ST PESTA�A MACROPERF 14.5CMX69CMX48.5 CM BOPP 1.5MIL PACKED 1000/CAS;ZF;U;12222
340026207 MTZ;SL-CLEAR SB Y/GANCHO 6 X 17.3 X 22 BOPP 1.37 MIL PACKED 1000/CASE � D;ZF;U;12223
340026209;SL-CLEAR FSJ TR/ST 10CMX50CMX50CM BOPP 1.37 MIL PACKED 1000/CASE DECOWRAPS;ZF;U;12224
340026209 MTZ;SL-CLEAR SB  TR/ST 10CMX50CMX50CM BOPP 1.37 MIL PACKED 1000/CASE  DE;ZF;U;12225
340026209 NZDO;SL-CLEAR FSJ TR/ST 10CMX50CMX50CM BOPP 1.37 MIL PACKED 1000/CASE DECOWRAPS;LD;U;12226
340026209-1 MTZ;SL - FSJ 2022 SLEEVE CLEAR TR/ST 10X50X50CM BOPP COL INKJET 1000/CASE;ZF;U;12227
3402115463;EQUIPO BIOMEDICO;E;BTS;12228
3402215762;3402215762-REPUESTOS-A Y P ELECTRONICA;E;BTS;12229
3402357674;BUJIAS;E;BTS;12230
340318NZDO;AGUA ESTERIL-BOEHRINGER;LD;BTS;12231
3404.90.90N;LAS DEMAS CERAS ARTIFICIALES Y CERAS PREPARADAS;NE;KGM;12232
340NZDO;EQUIPO;LD;BTS;12233
341103HYJ38;MACHINE PARTS;E;BTS;12234
3412242508027-TTC00762;NAUTBLU100ML-BBSA;E;U;12235
341356PJGDF;PHOTOELECTRIC SENSORS;E;BTS;12236
3414202011752-PEVCTG38898;COOL WATER EDT 100ML SPRAY-BBSA;E;U;12237
34192A9SPYM;POWER MANAGEMENT;E;BTS;12238
341NZDO;ARTICULOS DE NAVIDAD USADOS 02  CAJAS 11 BOLSAS;LD;BTS;12239
342000;RADIADOR SPARK M200;ZF;U;12240
342001;RADIADOR SPARK;ZF;U;12241
3420-ATOMIZADOR;ATOMIZADOR COD ISP156 FACTURA 73420;NE;U;12242
3420-BROCHA;BROCHA COD ISB212 FACTURA 73420;NE;U;12243
3420-ISOPROPYLALCOHOL;ISOPROPYL ALCOHOL COD AC0885 FACTURA 73420;NE;GLL;12244
342110;TUBO ALUMINIO;E;U;12245
342110N;TUBO ALUMINIO;LD;U;12246
3423473020233-PEVCTG38898;DG LIGHT BLUE EDT 100ML-BBSA;E;U;12247
3423473020240-PEVCTG38898;DG LB EDT 200ML - BBSA;E;U;12248
3423473020516-PEVCTG38898;DG LIGHT BLUE POUR HOMME EDT 125ML-BBSA;E;U;12249
3423473021209-PEVCTG38898;DG THE ONE FOR MEN EDT 100ML-BBSA;E;U;12250
3423473049456-201907001;DG5 19 EDT 100ML-BBSA;E;U;12251
3423473131052-RTM0839904;EH 2018 SUMMER EDT 125ML-BBSA;E;BTS;12252
3423474845453-RTM0837845;EI 2018 SUMMER EDT 100ML-BBSA;E;U;12253
3423474889556-PEVCTG38898;EM DISSEY EDT 100ML - SLEEVE-BBSA;E;U;12254
3423478642058-PEVCTG38898;DOLCE PEONY L 2.5 EDP SPRAY-BBSA;E;U;12255
3425-RADIO;RADIO ALTIMETER ANTENNA PN 9599-607-12326 SN 16671 INV 90743425;E;U;12256
34263661-14-1;ORACLE ZFS STORAGE ZS3-2 CONTROLLER (BANCAMIA-TELEFONICA);LD;U;12257
342900N;EMPAQUE TANQUE;NE;U;12258
342930;EMPAQUE TANQUE;NE;U;12259
34-2M;CAJA;ZF;NAR;12260
342NZDO;7 SERVIDORES 7 RIELES CAJAS;E;BTS;12261
3435;FLAN DE LECHE;NE;U;12262
3439011041;3439011041 LOGISTICA COLOMBIA SAS SAMPLE BOYS AND GLIRLS CLOTHING BLOUSE COAT;E;BTS;12263
343NZDO;EQUIPOS DE TELECOMUNICACION 34 CAJAS;LD;BTS;12264
3445-ALUMIPREP;ALUMIPREP COD AC0802 LT PB11142425 FACTURA 73445;NE;U;12265
3448543243;TOUCH PANEL SAMPLE VOD;E;BTS;12266
3451272650;TEXTILES PARA DECORACI�N DE INTERIORES - DEKOR GROUP;E;BTS;12267
3453075345;EQUIPMENT FOR COUTING PARTICLES IN FLUIDS;E;BTS;12268
3455;EQUIPOS DE COMPUTO;LD;BTS;12269
3455873201;POLIDYL LACTIDE;E;BTS;12270
345713.10-8;CLIP BODY FOK 4.8;E;U;12271
345727.10-8;AXLE DM 12 X 69 LG;E;U;12272
345844.10-8;PLATE SPRING 19 X 10 X 26 LG;E;U;12273
3458457656;3458457656 MUESTRAS SAMSUNG;E;BTS;12274
3458473524;TELEFONIA IP Y PARTES;E;BTS;12275
3458E8G7W4B;LAB PRODUCTS;E;BTS;12276
3458E8GBQNP;LAB PRODUCTS;E;BTS;12277
345NZDO;EQUIPOS DE COMUNICACION AXITY;LD;BTS;12278
3462327LJSD;SMOOTH DRIVE DIFFUSER;E;BTS;12279
3464479GXKN;DISPLAY TERMINAL VDT VAR;E;BTS;12280
3466239630;MEDICAL DEVICES NO DANGEROUS;E;BTS;12281
3466282411NZDO;NEPHROMAG;LD;BTS;12282
3466452323NZDO;MONOBLOQUE - SUMINISTROS RADIOGRAFICOS;LD;BTS;12283
3466683872;RESPUESTOS PARA MAQUINA;E;BTS;12284
3469-6715000300 LITE ON S;3469-6715000300 LITE ON SATA DATA CABLE GPC COLOMBIA SA;E;U;12285
3469-IHAS122-04 LITE ON D;3469-IHAS122-04 LITE ON DVDRW GPC COLOMBIA SA;E;U;12286
346NZDO;EQUIPOS DE COMUNICACION AXITY;LD;BTS;12287
347884.10-8;THRUST PIECE DM 8.6 X 7 LG;E;U;12288
347NZDO;EQUIPOS DE TELECOMUNICACION 29 CAJAS   MERCANCIA NACIONALIZADA;LD;BTS;12289
3482;ESENCIA DE BANANO;NE;GRM;12290
3486-ATOMIZADOR;ATOMIZADOR COD ISP156 FACTURA 73486;NE;U;12291
3486-BROCHASGOYA;BROCHAS GOYA COD ISB211 FACTURA 73486;NE;U;12292
348A0RVF8CN;PHONES AND WATCHES;E;BTS;12293
348NZDO;TELEFONOS USADOS 24 UNIDADES EN 2 CAJAS;LD;BTS;12294
34930066447;MINICARGADORES;E;BTS;12295
349-4460200L;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;12296
349-4460200R;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;12297
349-4491102L;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;12298
349-4491102R;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;12299
349-5347900;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;12300
349-5481900L;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;12301
349-5481900R;NON BOM FEATPART ITEM-TELEFONICA 1-CLIENTE INTERNO;LD;U;12302
3495691312;RELOJES Y SUS PARTES;E;BTS;12303
3497537201;3497537201;E;BTS;12304
34MD-18;CAJA;ZF;U;12305
35;FRESAS;NE;GRM;12306
350000026;NEW BE GENTLE STICKER COMBINED FTD PM0889;NE;U;12307
350000032;ETIQUETA 1800 FLORIST.COM STICKER 1000 PER ROLL;NE;U;12308
350000035 MTZ;DW KRG-BLOOM HAUS STICKER CLEAR ADHESIVE NON REMOVABLE LABEL 2 PACKED 1 ROLL/CA;ZF;U;12309
350000035 NZDO;ETIQUETA  50CMX50CM ADHESIVE;LD;U;12310
350000050;ETIQUETA LUD SHINY 6 LOW UPC 899953006005;LD;U;12311
350001050 NZDO;LAMINA BLANCA GUIA AZUL 25 X 70 CLAVE L/WS;LD;U;12312
350002125;LAMINA LINEA GUIA AZUL 20X60 CLAVE K;ZF;U;12313
350002125 NZDO;LAMINA LINEA GUIA AZUL 20X60 CLAVE K;LD;U;12314
350002170-1;LAMINA PLASTIFICADA TONE GUIA AZUL 30CMX70CM CLAVE C PACKED 200/CASE (FSC);ZF;U;12315
350002170-1 NZDO;LAMINA PLASTIFICADA TONE GUIA AZUL 30CMX70CM CLAVE C PACKED 200/CASE (FSC);LD;U;12316
350003015-1 MTZ;CP - PAPER KRAFT NATURAL 2028 FSC KRAFT PAPER (O-3) 1000/CASE;ZF;U;12317
350003015-1 SRM;CP - PAPER KRAFT NATURAL 2028 FSC KRAFT PAPER (O-3) 1000/CASE;ZF;U;12318
350003016 MTZ;CP-PAPER KRAFT BASIL 2028 PACKED 1000/CASE - DECOWRAPS;ZF;U;12319
350003018 MTZ;CP-PAPER KRAFT ORANGE 2028 PACKED 1000/CASE - DECOWRAPS;ZF;U;12320
350003019 MTZ;CP-PAPER KRAFT PINK 2028 PACKED 1000/CASE - DECOWRAPS;ZF;U;12321
350003020 MTZ;CP-PAPER KRAFT RED 2028 PACKED 1000/CASE - DECOWRAPS;ZF;U;12322
350003021 MTZ;CP-PAPER KRAFT YELLOW 2028 PACKED 1000/CASE - DECOWRAPS;ZF;U;12323
350003022 MTZ;CP-PAPER KRAFT NATURAL 2020 PACKED 1000/CASE DECOWRAPS;ZF;U;12324
350003031 MTZ;CP-PAPER KRAFT PURPLE 2028 PACKED 1000/CASE DECOWRAPS;ZF;U;12325
350003126 NZDO;LAMINA L�NEA GU�A AZUL 25X90 CLAVE K/WS;LD;U;12326
350003311;LAMINA GUIA SCORE 25X55 CLAVE L/WS;ZF;U;12327
350003311 NZDO;LAMINA GUIA SCORE 25X55 CLAVE L/WS;LD;U;12328
350003312;LAMINA GUIA SCORE 25X65 CLAVE L/WS;ZF;U;12329
350003312 NZDO;LAMINA GUIA SCORE 25X65 CLAVE L/WS;LD;U;12330
350003313 NZDO;LAMINA GUIA SCORE 30X70 CLAVE L/WS;LD;U;12331
350003327-1;LAMINA GU�A AZUL 20X55 CLAVE L (FSC) 200/CASE;ZF;U;12332
350003327-1 NZDO;LAMINA GU�A AZUL 20X55 CLAVE L (FSC) 200/CASE;LD;U;12333
350003328;LAMINA GUIA AZUL 20X70 CLAVE L/WS;ZF;U;12334
350003328 NZDO;LAMINA GUIA AZUL 20X70 CLAVE L/WS;LD;U;12335
350003338 NZDO;LAMINA LINDA COLOMBIANA LINEA GUIA FRANJA NEGRA 30X75 CLAVE C 175 GR;LD;U;12336
350003360-1;LAMINA PLASTIFICADA TONE GUIA AZUL 30CMX90CM CLAVE C PACKED 200/CASE (FSC);ZF;U;12337
350003360-1 NZDO;LAMINA PLASTIFICADA TONE GUIA AZUL 30CMX90CM CLAVE C PACKED 200/CASE (FSC);LD;U;12338
350003419;LAMINA SIN PLASTIFICAR VALLEY FLOWERS NEW DESIGN 2014 25X60 CLAVE C;ZF;U;12339
350003419 NZDO;LAMINA SIN PLASTIFICAR VALLEY FLOWERS NEW DESIGN 2014 25X60 CLAVE C;LD;U;12340
350003419-1;LAMINA VALLEY FLOWERS NEW DESIGN 2014 25CMX60CM CLAVE C PACKED 200/CASE (FSC);ZF;U;12341
350003419-1 NZDO;LAMINA VALLEY FLOWERS NEW DESIGN 2014 25CMX60CM CLAVE C PACKED 200/CASE (FSC);LD;U;12342
350003423-1;LAMINA BLANCA GU�A AZUL 25CM X 50CM CLAVE L (FSC) 200/CASE;ZF;U;12343
350003423-1 NZDO;LAMINA BLANCA GU�A AZUL 25CM X 50CM CLAVE L (FSC) 200/CASE;LD;U;12344
350003440;LAMINA IMPRESA LA MONTA�A GU�A AZUL 25 X 60 CLAVE K/WS�;ZF;U;12345
350003440 NZDO;LAMINA IMPRESA LA MONTA�A GU�A AZUL 25 X 60 CLAVE K/WS;LD;U;12346
350003442;LAMINA IMPRESA LA MONTA�A GU�A AZUL 25 X 70 CLAVE K/WS�;ZF;U;12347
350003442 NZDO;LAMINA IMPRESA LA MONTA�A GU�A AZUL 25 X 70 CLAVE K/WS�;LD;U;12348
350003468;LAMINA KUNA FLOWERS GU�A AZUL 30X60 CLAVE CK;ZF;U;12349
350003468 NZDO;LAMINA KUNA FLOWERS GU�A AZUL 30X60 CLAVE CK;LD;U;12350
350003485;LAMINA PLASTIFICADA MULTIFLORA LINEA GU�A (FRANJA) VERDE 30X60 CLAVE C;ZF;U;12351
350003485 NZDO;LAMINA PLASTIFICADA MULTIFLORA LINEA GU�A (FRANJA) VERDE 30X60 CLAVE C;LD;U;12352
350003485-1;LAMINA PLASTIFICADA MULTIFLORA LINEA GU�A (FRANJA) VERDE 30CMX60CM CLAVE C PACKE;ZF;U;12353
350003485-1 NZDO;LAMINA PLASTIFICADA MULTIFLORA LINEA GU�A (FRANJA) VERDE 30CMX60CM CLAVE C PACKE;LD;U;12354
350003503 NZDO;LAMINA SIN PLASTIFICAR VALLEY FLOWERS NEW DESIGN 2014 30X70 CLAVE C;LD;U;12355
350003510;LAMINA IMPRESA RIO ROSES NEW DESIGN 2015 GU�A AZUL 30X70 CLAVE C;ZF;U;12356
350003510 NZDO;LAMINA IMPRESA RIO ROSES NEW DESIGN 2015 GU�A AZUL 30X70 CLAVE C;LD;U;12357
350003517 NZDO;LAMINA BLANCA GUIA AZUL 25X60 CLAVE L/WS/L;LD;U;12358
350003517-1;LAMINA BLANCA GUIA AZUL 25CMX60CM CLAVE L/WS/L PACKED 200/CASE (FSC);ZF;U;12359
350003517-1 NZDO;LAMINA BLANCA GUIA AZUL 25CMX60CM CLAVE L/WS/L PACKED 200/CASE (FSC);LD;U;12360
350003520 NZDO;LAMINA BLANCA GUIA AZUL 19X70 CLAVE L/WS/L;LD;U;12361
350003520-1;LAMINA BLANCA GUIA AZUL 19CMX70CM CLAVE L/WS/L PACKED 200/CASE (FSC);ZF;U;12362
350003520-1 NZDO;LAMINA BLANCA GUIA AZUL 19CMX70CM CLAVE L/WS/L PACKED 200/CASE (FSC);LD;U;12363
350003526;LAMINA LIBELULA GUIA SCORE 25CMX57CM CLAVE C PACKED 200/CASE;ZF;U;12364
350003526 NZDO;LAMINA LIBELULA GUIA SCORE 25CMX57CM CLAVE C PACKED 200/CASE;LD;U;12365
350003527;LAMINA LIBELULA GUIA SCORE 30CMX70CM CLAVE C PACKED 200/CASE;ZF;U;12366
350003527 NZDO;LAMINA LIBELULA GUIA SCORE 30CMX70CM CLAVE C PACKED 200/CASE;LD;U;12367
350003539 NZDO;LAMINA PLASTIFICADA FRUTOS LA ODISEA GUIA AZUL 30CMX70CM CLAVE P PACKE;LD;U;12368
350003586 NZDO;LAMINA SUNTORY 25X80 CLAVE C;LD;U;12369
350003586-1;LAMINA SUNTORY 25CMX80CM CLAVE C PACKED 200/CASE (FSC);ZF;U;12370
350003586-1 NZDO;LAMINA SUNTORY 25CMX80CM CLAVE C PACKED 200/CASE (FSC);LD;U;12371
350003605 NZDO;LAMINA EL PROGRESO NUEVO DISE�O GU�A AZUL 30X65 CLAVE C;LD;U;12372
350003605-1;LAMINA EL PROGRESO NUEVO DISE�O GU�A AZUL 30CMX65CM CLAVE C PACKED 200/CASE (FSC;ZF;U;12373
350003605-1 NZDO;LAMINA EL PROGRESO NUEVO DISE�O GU�A AZUL 30CMX65CM CLAVE C PACKED 200/CASE (FSC;LD;U;12374
350003635 NZDO;LAMINA BLANCA GU�A SCORE 12X35 PACKED 800/CASE;LD;U;12375
350003641;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 X 50 CLAVE C;ZF;U;12376
350003641 NZDO;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 X 50 CLAVE C;LD;U;12377
350003641-1;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 CM X 50 CM CLAVE C PACKED 200/CASE (FSC;ZF;U;12378
350003641-1 NZDO;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 CM X 50 CM CLAVE C PACKED 200/CASE (FSC;LD;U;12379
350003642;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 X 55 CLAVE C;ZF;U;12380
350003642 MTZ;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 X 55 CLAVE C;ZF;U;12381
350003642 NZDO;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 X 55 CLAVE C;LD;U;12382
350003642-1;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 CM X 55 CM CLAVE C PACKED 200/CASE (FSC;ZF;U;12383
350003642-1 NZDO;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 CM X 55 CM CLAVE C PACKED 200/CASE (FSC;LD;U;12384
350003643;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 X 60 CLAVE C;ZF;U;12385
350003643 NZDO;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 X 60 CLAVE C;LD;U;12386
350003643-1;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 CM X 60 CM CLAVE C PACKED 200/CASE (FSC;ZF;U;12387
350003643-1 NZDO;LAMINA IMPRESA TRINITY ROSE GU�A AZUL 25 CM X 60 CM CLAVE C PACKED 200/CASE (FSC;LD;U;12388
350003645-1;LAMINA IMPRESA DAFLOR GU�A AZUL 25CMX75CM CLAVE C PACKED 200/CASE (FSC);ZF;U;12389
350003645-1 NZDO;LAMINA IMPRESA DAFLOR GU�A AZUL 25CMX75CM CLAVE C PACKED 200/CASE (FSC);LD;U;12390
350003646;LAMINA IMPRESA DAFLOR GU�A AZUL 25CMX70CM CLAVE C;ZF;U;12391
350003646 NZDO;LAMINA IMPRESA DAFLOR GU�A AZUL 25CMX70CM CLAVE C;LD;U;12392
350003646-1;LAMINA IMPRESA DAFLOR GU�A AZUL 25CMX70CM CLAVE C PACKED 200/CASE (FSC);ZF;U;12393
350003646-1 NZDO;LAMINA IMPRESA DAFLOR GU�A AZUL 25CMX70CM CLAVE C PACKED 200/CASE (FSC);LD;U;12394
350003651;LAMINA BLANCA GUIA AZUL 30 CM X 80 CM CLAVE C PACKED 200CASE;ZF;U;12395
350003651 NZDO;LAMINA BLANCA GUIA AZUL 30 CM X 80 CM CLAVE C PACKED 200CASE;LD;U;12396
350003651-1;LAMINA BLANCA GUIA AZUL 30 CM X 80 CM CLAVE C PACKED 200CASE (FSC);ZF;U;12397
350003651-1 NZDO;LAMINA BLANCA GUIA AZUL 30 CM X 80 CM CLAVE C PACKED 200CASE (FSC);LD;U;12398
350003660;LAMINA CINTURON CORRUGADO BLANCO 30 X 40 CM CLAVE L-WS PACKED 400 CASE;ZF;U;12399
350003660 NZDO;LAMINA CINTURON CORRUGADO BLANCO 30 X 40 CM CLAVE L-WS PACKED 400 CASE;LD;U;12400
350003661;LAMINA PLASTIFICADA THE ELITE FLOWER GU�A AZUL 27CMX70CM CLAVE K PACKED 200/CASE;ZF;U;12401
350003661 NZDO;LAMINA PLASTIFICADA THE ELITE FLOWER GU�A AZUL 27CMX70CM CLAVE K PACKE;LD;U;12402
350003664;LAMINA NATUFLORA VERDE 2019 L�NEA GU�A FRANJA 25CMX80CM CLAVE C 200/CASE;ZF;U;12403
350003664 NZDO;LAMINA NATUFLORA VERDE 2019 L�NEA GU�A FRANJA 25CMX80CM CLAVE C 200/CA;LD;U;12404
350003665-2;LAMINA IMPRESA GROWN IN COLOMBIA LINEA GUIA AZUL 2019 GU�A AZUL 20CMX50CM CLAVE;ZF;U;12405
350003665-2 NZDO;LAMINA IMPRESA GROWN IN COLOMBIA LINEA GUIA AZUL 2019 GU�A AZUL 20CMX50CM CLAVE;LD;U;12406
350003666-1 NZDO;LAMINA WHITE PAPER 2019 GU�A AZUL 25CMX75CM PACKED 200/CASE;LD;U;12407
350003666-2;LAMINA IMPRESA GROWN IN COLOMBIA LINEA GUIA AZUL 2019 GU�A AZUL 25CMX75CM CLAVE;ZF;U;12408
350003666-2 NZDO;LAMINA IMPRESA GROWN IN COLOMBIA LINEA GUIA AZUL 2019 GU�A AZUL 25CMX75CM CLAVE;LD;U;12409
